centroid_x,centroid_y,major_axis,minor_axis,circularity,area,distance_from_center,filename,time_type,datetime,body_length,movement
480.0,371.0,103.0647964477539,35.76156234741211,0.5261530045679511,2375.0,410.4058966437983,00031.jpg,昼,2024-01-01 09:05:10,69.41317939758301,0.0
480.0,371.0,106.21936798095705,34.186119079589844,0.50587656104819,2377.0,410.4058966437983,00032.jpg,昼,2024-01-01 09:05:20,70.20274353027344,0.0
480.0,371.0,110.55992889404295,35.34206008911133,0.5083663661503519,2351.5,410.4058966437983,00033.jpg,昼,2024-01-01 09:05:30,72.95099449157715,0.0
480.0,371.0,106.6854476928711,35.13274383544922,0.5164911388518515,2375.5,410.4058966437983,00034.jpg,昼,2024-01-01 09:05:40,70.90909576416016,0.0
480.0,371.0,104.62867736816406,35.017311096191406,0.5202231849853952,2399.5,410.4058966437983,00035.jpg,昼,2024-01-01 09:05:50,69.82299423217773,0.0
480.0,371.0,110.56661224365234,35.21512985229492,0.4993022070196832,2412.5,410.4058966437983,00036.jpg,昼,2024-01-01 09:06:00,72.89087104797363,0.0
480.0,371.0,105.57694244384766,34.500186920166016,0.4959659879987382,2385.0,410.4058966437983,00037.jpg,昼,2024-01-01 09:06:10,70.03856468200684,0.0
480.0,371.0,102.44792175292967,34.15623474121094,0.5089991775651881,2343.0,410.4058966437983,00038.jpg,昼,2024-01-01 09:06:20,68.30207824707031,0.0
480.0,371.0,103.26578521728516,33.885921478271484,0.4958723576613131,2386.5,410.4058966437983,00039.jpg,昼,2024-01-01 09:06:30,68.57585334777832,0.0
480.0,371.0,105.3163070678711,34.45318984985352,0.5013679229844975,2399.5,410.4058966437983,00040.jpg,昼,2024-01-01 09:06:40,69.8847484588623,0.0
479.0,372.0,105.4266586303711,35.27510070800781,0.4959784204810583,2435.5,410.600779346557,00041.jpg,昼,2024-01-01 09:06:50,70.35087966918945,1.4142135623730951
